player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Bradley Bozeman,27934,C,CAR,11,0,5,53.3,1,9,311,100.0,100.0,97.7,2,12,2,333,333,38.5,0,8,126,100.0,100.0,95.2,10,2,137,137
Phil Haynes,29244,G,SEA,14,0,29,60.2,3,11,308,100.0,100.0,96.4,1,18,4,332,332,58.2,1,8,150,100.0,100.0,94.3,13,4,162,162
Andrus Peat,9446,G,NO,11,0,20,40.3,3,9,308,100.0,100.0,97.1,1,15,3,327,327,36.4,2,5,153,100.0,100.0,96.4,9,2,165,165
Lloyd Cushenberry III,41924,C,DEN,8,1,10,68.8,3,5,294,100.0,100.0,98.3,1,9,1,316,316,65.7,2,1,125,100.0,100.0,98.0,4,1,139,139
Teven Jenkins,41534,G,CHI,13,0,6,65.9,0,10,284,100.0,100.0,97.5,1,12,2,304,304,37.6,0,8,103,100.0,100.0,94.2,10,2,113,113
Zach Tom,55443,T,GB,9,0,12,78.1,4,7,270,100.0,100.0,97.6,0,12,1,296,296,67.9,2,5,95,100.0,100.0,96.3,7,0,105,105
Riley Reiff,7029,T,CHI,10,2,6,67.0,2,13,271,99.6,99.7,96.1,4,18,3,293,294,63.0,1,7,99,100.0,100.0,92.9,11,3,111,111
Conor McDermott,11966,T,NE,8,0,19,53.7,5,12,272,100.0,100.0,96.5,2,18,1,292,292,47.1,2,10,143,100.0,100.0,95.1,13,1,151,151
Calvin Anderson,46247,T,DEN,9,0,10,66.1,3,17,272,100.0,100.0,95.6,0,22,2,289,289,56.0,2,13,132,100.0,100.0,92.8,17,2,145,145
Billy Turner,8702,T,DEN,8,0,10,50.7,6,11,274,100.0,100.0,96.2,0,19,2,288,288,45.0,4,8,123,100.0,100.0,93.5,14,2,128,128
Elijah Wilkinson,46238,G,ATL,9,0,2,70.7,1,8,262,100.0,100.0,97.5,1,11,2,281,281,55.6,1,4,66,100.0,100.0,93.2,7,2,70,70
Alijah Vera-Tucker,57107,G,NYJ,7,1,22,61.4,3,12,262,100.0,100.0,96.8,1,16,1,276,276,77.3,3,6,119,100.0,100.0,96.2,9,0,125,125
Alaric Jackson,40972,G,LA,7,1,26,69.0,1,11,266,100.0,100.0,97.0,1,14,2,272,272,39.5,1,9,110,100.0,100.0,93.6,12,2,113,113
Royce Newman,41746,G,GB,9,0,12,54.9,4,10,260,100.0,100.0,95.8,0,18,4,271,271,32.9,4,8,87,100.0,100.0,89.7,15,3,95,95
Larry Borom,59879,T,CHI,11,0,6,69.9,2,7,251,100.0,100.0,96.2,1,14,5,264,264,57.6,1,4,93,100.0,100.0,93.0,9,4,98,98
Matt Skura,11102,G,LA,8,0,26,68.1,1,9,252,100.0,100.0,96.8,0,13,3,264,264,62.9,0,8,107,100.0,100.0,95.3,9,1,112,112
Calvin Throckmorton,28238,G,NO,9,0,20,45.5,1,14,256,100.0,100.0,95.9,0,18,3,263,263,32.6,1,11,136,100.0,100.0,93.4,15,3,139,139
Tyler Larsen,9304,C,WAS,8,1,32,35.9,5,12,249,100.0,100.0,95.4,1,20,3,262,262,33.1,2,7,97,100.0,100.0,93.3,11,2,106,106
Hakeem Adeniji,45419,T,CIN,12,0,7,36.2,1,18,242,100.0,100.0,94.4,0,23,4,259,259,28.6,1,10,115,100.0,100.0,91.7,15,4,126,126
Nick Gates,29476,G,NYG,11,1,21,69.0,2,9,239,99.6,99.6,97.3,1,12,1,256,257,57.3,2,6,102,100.0,100.0,95.1,9,1,105,105
Will Clapp,39386,C,LAC,8,0,27,73.4,4,4,239,100.0,100.0,98.3,0,8,0,252,252,62.9,4,3,118,100.0,100.0,97.0,7,0,125,125
David Quessenberry,7957,T,BUF,9,0,4,62.3,2,12,232,100.0,100.0,95.3,2,18,4,247,247,52.0,2,12,105,100.0,100.0,92.4,15,1,117,117
Brian Allen,46104,C,LA,6,0,26,59.2,5,0,233,100.0,100.0,97.2,0,9,4,244,244,36.2,4,0,93,100.0,100.0,95.7,6,2,97,97
Ty Nsekhe,7636,T,LA,10,1,26,80.7,0,5,231,99.6,99.6,97.6,3,8,3,243,244,75.1,0,2,90,100.0,100.0,95.6,5,3,95,95
Cody Ford,39805,G,ARZ,8,1,1,46.0,1,16,217,100.0,100.0,94.7,1,20,3,242,242,30.6,1,14,98,100.0,100.0,90.3,17,2,108,108
Tyron Smith,6161,T,DAL,6,0,9,64.4,3,12,230,100.0,100.0,96.3,0,16,1,239,239,66.0,3,8,111,100.0,100.0,94.1,12,1,116,116
Wes Schweitzer,10829,C,WAS,7,1,32,42.9,3,9,226,100.0,100.0,96.0,1,15,3,238,238,29.8,2,5,111,100.0,100.0,94.1,10,3,114,114
Walker Little,52287,T,JAX,9,0,15,62.7,2,13,224,100.0,100.0,95.8,1,17,2,235,235,52.2,1,13,121,100.0,100.0,92.6,16,2,128,128
Max Mitchell,81707,T,NYJ,6,0,22,53.8,3,8,223,99.6,99.6,96.2,0,14,3,232,233,46.3,3,7,105,100.0,100.0,94.3,11,1,110,110
Greg Van Roten,7746,G,BUF,7,1,4,60.4,0,10,213,100.0,100.0,97.7,1,10,0,229,229,53.9,0,6,92,100.0,100.0,96.7,6,0,103,103
Isaiah Wynn,46048,T,NE,9,0,19,52.8,2,11,218,100.0,100.0,95.2,3,17,4,229,229,47.7,1,7,115,100.0,100.0,93.0,12,4,124,124
Joe Noteboom,46249,T,LA,6,0,26,60.1,8,10,222,100.0,100.0,93.7,0,23,5,225,225,48.0,6,8,111,100.0,100.0,89.2,19,5,114,114
Patrick Mekari,46219,T,BLT,14,0,3,80.3,2,7,204,100.0,100.0,96.8,1,11,2,221,221,62.1,1,7,72,100.0,100.0,91.7,10,2,81,81
Pat Elflein,11825,C,CAR,6,0,5,64.4,2,4,208,100.0,100.0,98.1,0,7,1,219,219,50.4,1,3,86,100.0,100.0,96.5,5,1,92,92
Thayer Munford Jr.,59994,T,LV,15,0,23,71.0,2,8,205,100.0,100.0,97.1,1,11,1,216,216,63.0,1,7,87,100.0,100.0,94.3,9,1,94,94
Josh Wells,8968,T,TB,10,0,30,66.4,4,5,202,100.0,100.0,97.3,0,10,1,211,211,53.3,3,5,94,100.0,100.0,94.7,9,1,99,99
Foster Sarell,52272,T,LAC,7,0,27,52.3,6,12,199,100.0,100.0,94.5,0,20,2,208,208,37.7,6,8,86,100.0,100.0,89.5,16,2,90,90
Garett Bolles,11775,T,DEN,5,1,10,77.8,0,9,189,100.0,100.0,97.1,4,10,1,207,207,72.5,0,7,78,100.0,100.0,95.5,7,0,88,88
Michael Schofield III,8730,G,CHI,9,0,6,75.0,0,7,190,100.0,100.0,97.6,1,8,1,205,205,65.6,0,5,68,100.0,100.0,96.3,5,0,77,77
Bobby Evans,36800,G,LA,6,0,26,16.4,4,13,194,100.0,100.0,92.0,1,24,7,203,203,0.0,3,12,82,100.0,100.0,82.3,22,7,87,87
Dan Skipper,12307,G,DET,12,0,11,19.6,3,12,188,98.4,98.5,93.9,0,19,4,203,206,8.2,2,9,87,100.0,100.0,90.2,14,3,93,93
Rodney Hudson,6207,C,ARZ,4,0,1,66.9,0,3,186,100.0,100.0,99.2,0,3,0,202,202,74.1,0,3,62,100.0,100.0,97.6,3,0,70,70
Tyre Phillips,59874,T,NYG,9,0,21,55.0,2,11,184,100.0,100.0,94.8,1,16,3,199,199,47.6,1,7,88,100.0,100.0,92.0,11,3,89,89
Oday Aboushi,7923,G,LA,6,1,26,60.0,0,3,186,100.0,100.0,98.1,1,5,2,193,193,51.6,0,3,72,100.0,100.0,96.5,4,1,74,74
Danny Pinter,47339,G,IND,8,0,14,36.2,3,3,174,100.0,100.0,96.6,0,9,3,183,183,38.0,2,2,82,100.0,100.0,95.1,6,2,85,85
Blake Brandel,46282,T,MIN,5,0,18,55.0,1,5,170,100.0,100.0,94.1,0,13,7,181,181,60.0,0,3,88,100.0,100.0,91.5,9,6,94,94
Jack Driscoll,27064,T,PHI,9,1,24,56.2,2,14,173,100.0,100.0,93.6,1,19,3,180,180,53.9,1,10,74,100.0,100.0,89.9,13,2,76,76
James Hudson III,59854,T,CLV,12,0,8,43.7,2,12,154,100.0,100.0,94.8,2,15,1,177,177,28.8,2,10,81,100.0,100.0,91.4,13,1,92,92
Cedric Ogbuehi,9454,T,NYJ,7,0,22,57.0,1,12,171,100.0,100.0,95.6,0,14,1,176,176,57.6,1,8,81,100.0,100.0,93.2,10,1,84,84
Nick Allegretti,39268,G,KC,10,1,16,35.8,4,6,163,98.8,98.9,96.9,1,10,0,173,175,24.3,4,5,67,100.0,100.0,93.3,9,0,72,72
Austin Schlottmann,30097,C,MIN,6,0,18,46.1,4,10,163,100.0,100.0,95.1,0,15,1,173,173,51.7,4,5,80,100.0,100.0,93.1,10,1,83,83
Justin Pugh,7800,G,ARZ,5,0,1,52.5,0,8,162,100.0,100.0,97.5,0,8,0,173,173,30.3,0,5,47,100.0,100.0,94.7,5,0,52,52
Josh Andrews,9068,C,NO,6,1,20,53.9,1,5,164,100.0,100.0,97.0,1,8,2,173,173,53.2,1,5,84,100.0,100.0,96.4,6,0,90,90
Saahdiq Charles,59820,G,WAS,6,0,32,29.7,2,13,156,100.0,100.0,94.6,1,16,1,168,168,20.2,2,9,67,100.0,100.0,90.3,12,1,74,74
Ben Bartch,84236,G,JAX,5,0,15,66.0,4,3,157,100.0,100.0,97.8,0,7,0,166,166,40.3,3,3,64,100.0,100.0,95.3,6,0,69,69
James Ferentz,9258,C,NE,7,0,19,74.5,0,2,161,100.0,100.0,98.1,0,4,2,165,165,75.8,0,0,82,100.0,100.0,97.6,2,2,84,84
Dennis Kelly,7146,T,IND,4,0,14,52.9,5,9,148,100.0,100.0,95.3,1,14,0,157,157,47.0,5,6,84,100.0,100.0,93.5,11,0,88,88
Brandon Walton,41533,T,TB,6,0,30,65.3,2,2,145,100.0,100.0,97.9,1,5,1,154,154,67.4,0,2,48,100.0,100.0,95.8,3,1,55,55
Joshua Ezeudu,77355,G,NYG,9,2,21,45.9,4,8,142,100.0,100.0,93.7,2,15,3,153,153,37.6,2,4,67,100.0,100.0,91.0,9,3,69,69
David Edwards,35941,G,LA,4,0,26,27.8,3,4,151,100.0,100.0,95.7,0,10,3,152,152,15.7,3,3,70,100.0,100.0,92.9,8,2,71,71
Jason Peters,2148,T,DAL,12,0,9,62.5,1,10,149,100.0,100.0,95.6,0,12,1,152,152,66.0,0,8,67,100.0,100.0,92.5,9,1,69,69
Sean Harlow,11891,C,ARZ,6,1,1,28.6,1,10,140,100.0,100.0,94.6,1,13,2,147,147,34.1,0,4,62,100.0,100.0,93.5,6,2,64,64
Dillon Radunz,30551,G,TEN,10,0,31,78.1,2,3,139,100.0,100.0,98.2,2,5,0,146,146,62.3,2,1,56,100.0,100.0,97.3,3,0,57,57
Lucas Patrick,11435,G,CHI,7,0,6,30.8,2,12,138,100.0,100.0,93.5,0,16,2,146,146,33.9,1,9,57,100.0,100.0,89.5,11,1,59,59
Lecitus Smith,61069,G,ARZ,5,0,1,38.1,3,7,140,100.0,100.0,95.0,0,12,2,145,145,22.8,2,6,64,100.0,100.0,90.6,10,2,66,66
Max Scharping,46961,G,CIN,6,0,7,37.4,2,9,131,100.0,100.0,93.5,1,14,3,142,142,31.3,1,5,62,100.0,100.0,90.3,9,3,69,69
Dalvin Cook,11796,HB,MIN,18,0,18,48.7,1,10,131,23.7,23.8,94.3,0,13,2,139,583,41.0,0,9,50,18.8,19.6,91.0,9,0,55,281
Colby Gossett,46673,G,ATL,7,1,2,44.4,2,7,128,100.0,100.0,96.5,2,9,0,135,135,40.0,0,4,46,100.0,100.0,95.7,4,0,49,49
Chandler Brewer,13976,G,LA,4,0,26,61.7,1,5,127,100.0,100.0,97.6,1,6,0,133,133,51.7,1,4,52,100.0,100.0,95.2,5,0,56,56
Jeremiah Kolone,46167,C,LA,3,0,26,19.8,5,8,127,100.0,100.0,94.9,0,13,0,130,130,14.6,3,6,61,100.0,100.0,92.6,9,0,63,63
Logan Stenberg,37181,G,DET,4,0,11,15.0,5,5,128,100.0,100.0,94.5,0,12,2,130,130,16.3,2,3,63,100.0,100.0,92.9,7,2,65,65
Corey Levin,11972,C,TEN,8,0,31,81.6,0,3,126,100.0,100.0,98.0,0,4,1,129,129,75.9,0,3,61,100.0,100.0,95.9,4,1,62,62
Olisaemeka Udoh,28394,T,MIN,6,0,18,79.5,0,3,116,100.0,100.0,98.7,0,3,0,118,118,73.1,0,3,55,100.0,100.0,97.3,3,0,57,57
Yodny Cajuste,46297,T,NE,6,0,19,53.6,0,9,114,99.1,99.2,93.4,1,12,3,117,118,39.9,0,6,54,100.0,100.0,90.7,8,2,55,55
Lester Cotton,46085,G,MIA,3,0,17,72.3,1,4,111,100.0,100.0,96.8,0,6,1,116,116,64.7,1,3,59,100.0,100.0,94.9,5,1,60,60
Rashawn Slater,59971,T,LAC,3,0,27,72.8,1,1,110,100.0,100.0,98.2,1,3,1,113,113,61.3,1,0,46,100.0,100.0,96.7,2,1,48,48
John Simpson,41715,G,LV,3,1,23,57.4,3,2,107,100.0,100.0,97.7,1,5,0,113,113,58.7,2,2,59,100.0,100.0,96.6,4,0,60,60
Jackson Carman,52575,T,CIN,4,0,7,67.2,2,4,104,100.0,100.0,96.2,0,7,1,113,113,67.9,1,2,51,100.0,100.0,95.1,4,1,57,57
Matt Farniok,41585,G,DAL,6,0,9,31.4,6,7,105,97.2,97.4,93.8,0,13,0,112,115,10.5,5,7,48,100.0,100.0,87.5,12,0,50,50
Parker Hesse,48369,TE,ATL,17,0,2,70.9,0,2,103,43.5,43.7,98.1,0,3,1,111,254,72.2,0,0,1,2.9,2.6,100.0,0,0,1,38
Patrick Ricard,48862,FB,BLT,18,1,3,64.5,2,6,103,36.7,37.2,96.1,1,8,0,108,290,45.1,1,2,22,28.9,29.1,93.2,3,0,23,79
Justin McCray,9234,G,HST,7,1,13,25.4,3,8,102,100.0,100.0,94.6,2,11,0,108,108,7.5,0,7,35,100.0,100.0,90.0,7,0,37,37
Jordan Roos,12266,G,TEN,3,0,31,24.6,5,5,105,100.0,100.0,95.2,0,10,0,108,108,20.4,3,4,48,100.0,100.0,92.7,7,0,49,49
Marcus Cannon,6290,T,NE,5,0,19,53.6,0,10,99,100.0,100.0,93.9,0,11,1,106,106,47.0,0,7,50,100.0,100.0,91.0,8,1,54,54
Chase Roullier,11954,C,WAS,2,0,32,60.4,0,3,97,100.0,100.0,98.5,0,3,0,106,106,60.6,0,1,37,100.0,100.0,98.6,1,0,40,40
Nick Martin,10684,C,WAS,3,0,32,30.7,1,3,100,100.0,100.0,98.0,1,4,0,106,106,19.3,1,3,47,100.0,100.0,95.7,4,0,50,50
Quinn Bailey,46669,G,DEN,4,0,10,62.6,1,4,93,100.0,100.0,96.2,0,6,1,104,104,49.4,1,2,40,100.0,100.0,93.7,4,1,47,47
Landon Young,41761,T,NO,6,0,20,33.2,2,4,98,100.0,100.0,92.9,1,10,4,101,101,26.5,2,3,49,100.0,100.0,86.7,9,4,51,51
Daniel Faalele,81734,T,BLT,5,0,3,49.6,1,5,92,100.0,100.0,92.4,2,10,4,101,101,37.8,0,5,38,100.0,100.0,88.2,7,2,40,40
Jack Anderson,60130,G,NYG,4,0,21,49.6,2,3,91,100.0,100.0,96.2,0,6,1,100,100,57.5,2,0,41,100.0,100.0,95.1,3,1,41,41
Durham Smythe,47257,TE,MIA,17,0,17,59.2,2,4,91,34.1,35.1,92.3,0,10,4,99,282,77.6,0,0,8,18.6,18.2,100.0,0,0,8,44
Najee Harris,57121,HB,PIT,17,0,25,64.4,1,4,90,23.3,23.5,93.9,0,8,3,99,422,54.0,0,2,30,15.2,16.7,90.0,4,2,35,210
Rashaad Coward,12168,G,ARZ,3,0,1,66.4,1,3,94,100.0,100.0,97.9,0,4,0,96,96,66.2,0,3,30,100.0,100.0,95.0,3,0,30,30
Jaylon Moore,43678,T,SF,6,0,28,55.6,4,2,88,100.0,100.0,94.3,0,8,2,95,95,61.3,0,2,35,100.0,100.0,94.3,3,1,37,37
Tyler Higbee,10744,TE,LA,17,0,26,61.1,0,5,89,17.1,17.3,96.1,0,6,1,93,538,62.1,0,0,4,1.9,1.8,100.0,0,0,4,219
Devin Singletary,40485,HB,BUF,18,0,4,73.2,1,6,86,17.1,17.5,94.8,0,8,1,93,530,64.1,1,5,46,19.8,20.4,91.3,7,1,51,250
Kayode Awosika,44909,G,DET,3,0,11,41.6,3,2,89,100.0,100.0,96.1,0,6,1,93,93,10.9,3,2,40,100.0,100.0,91.2,6,1,43,43
Rhamondre Stevenson,98689,HB,NE,17,0,19,64.8,0,4,81,19.4,19.7,96.3,0,5,1,88,447,78.1,0,3,35,15.9,16.8,95.7,3,0,40,238
Josh Jacobs,45953,HB,LV,17,0,23,56.3,3,4,80,19.0,19.0,94.4,0,8,1,85,447,42.6,2,3,27,14.4,14.1,90.7,5,0,28,199
James Conner,11860,HB,ARZ,13,0,1,73.8,1,3,79,19.3,19.5,97.5,1,4,0,84,430,60.8,1,3,29,18.8,20.5,93.1,4,0,33,161
Saquon Barkley,45791,HB,NYG,18,0,21,71.1,0,5,75,14.6,15.1,95.3,0,6,1,83,549,63.6,0,4,36,17.4,17.8,94.4,4,0,38,213
Charlie Heck,36501,T,HST,9,0,13,74.2,2,3,75,98.7,98.8,96.7,0,5,0,83,84,67.4,1,3,31,100.0,100.0,93.5,4,0,34,34
Travis Etienne Jr.,57185,HB,JAX,19,0,15,45.6,0,8,73,16.6,16.7,91.8,0,10,2,78,467,32.2,0,6,37,18.7,19.2,89.2,7,1,40,208
Matt Peart,46179,T,NYG,3,0,21,43.8,1,5,72,100.0,100.0,94.4,0,7,1,78,78,58.2,0,2,40,100.0,100.0,95.0,3,1,42,42
Jerick McKinnon,8731,HB,KC,20,0,16,28.6,1,8,72,15.4,15.2,92.4,2,10,1,77,506,23.9,0,6,34,14.2,14.1,88.2,7,1,37,262
Brock Wright,60994,TE,DET,17,0,11,56.7,2,5,74,30.6,29.8,95.3,0,7,0,77,258,79.9,0,0,8,12.3,11.1,100.0,0,0,8,72
Matt Hennessy,41141,G,ATL,3,1,2,69.0,0,2,75,100.0,100.0,96.0,2,4,2,76,76,45.5,0,1,24,100.0,100.0,89.6,3,2,25,25
Geoff Swaim,9679,TE,TEN,17,0,31,58.2,2,4,68,37.8,39.1,92.6,0,8,2,75,192,,0,0,0,0.0,0.0,,0,0,0,24
Chris Reed,9830,C,MIN,2,0,18,70.7,1,1,72,100.0,100.0,98.6,0,2,0,73,73,62.6,1,0,37,100.0,100.0,98.6,1,0,38,38
Marcedes Lewis,2973,TE,GB,17,0,12,72.9,0,2,67,37.0,37.4,98.5,0,2,0,73,195,76.4,0,0,6,18.2,16.2,100.0,0,0,6,37
John Bates,42275,TE,WAS,16,0,32,52.4,3,4,68,34.7,34.1,93.4,0,8,1,72,211,32.4,1,1,11,20.8,20.7,81.8,3,1,12,58
T.J. Hockenson,40912,TE,MIN,18,0,18,52.8,4,4,68,10.1,10.0,91.2,2,10,2,71,709,49.6,0,1,9,2.5,2.6,94.4,1,0,10,381
Tre' McKitty,60896,TE,LAC,18,0,27,48.7,0,7,67,23.2,23.5,93.3,2,8,1,71,302,67.8,0,0,8,7.3,6.9,100.0,0,0,8,116
Ryan Jensen,7985,C,TB,1,0,30,13.3,1,4,68,100.0,100.0,94.9,1,6,1,70,70,0.0,1,3,30,100.0,100.0,90.0,5,1,30,30
Dan Feeney,11826,G,NYJ,4,0,22,64.1,0,2,64,100.0,100.0,96.9,0,3,1,67,67,78.6,0,0,27,100.0,100.0,96.3,1,1,29,29
Samaje Perine,11869,HB,CIN,19,0,7,73.8,0,2,59,16.2,16.6,98.3,0,2,0,66,398,79.1,0,2,34,17.9,17.9,97.1,2,0,38,212
Le'Raven Clark,10716,T,TEN,5,0,31,60.1,1,4,65,100.0,100.0,94.6,0,6,1,65,65,60.0,1,3,32,100.0,100.0,93.7,4,0,32,32
Joe Mixon,11803,HB,CIN,17,0,7,34.9,0,1,62,15.6,15.3,94.4,1,4,3,64,418,41.0,0,1,20,14.1,13.2,97.5,1,0,20,151
Foster Moreau,47043,TE,LV,15,0,23,72.0,0,0,62,15.3,14.9,100.0,1,0,0,63,424,48.1,0,0,4,2.0,2.5,100.0,0,0,5,203
Storm Norton,12188,T,LAC,4,1,27,34.5,4,6,59,100.0,100.0,91.5,2,10,0,62,62,24.6,3,6,37,100.0,100.0,87.8,9,0,38,38
Stone Forsythe,41795,T,SEA,3,0,29,31.1,0,7,61,100.0,100.0,94.3,0,7,0,62,62,41.5,0,5,29,100.0,100.0,91.4,5,0,30,30
Tyler Conklin,47124,TE,NYJ,17,0,22,37.6,1,5,60,11.0,10.9,93.3,0,7,1,62,570,28.4,1,3,14,5.5,5.6,85.7,4,0,15,266
Tony Pollard,27126,HB,DAL,18,0,9,74.9,1,2,60,18.2,17.8,94.2,0,5,2,62,348,64.5,1,1,27,18.1,18.5,88.9,4,2,29,157
Chris Manhertz,10211,TE,JAX,19,0,15,80.5,1,1,57,38.3,38.4,98.2,0,2,0,61,159,72.7,0,0,1,6.7,6.3,100.0,0,0,1,16
Eric Tomlinson,9786,TE,DEN,17,0,10,58.6,0,4,56,36.6,37.0,96.4,0,4,0,60,162,14.0,0,1,3,16.7,14.3,83.3,1,0,3,21
Zach Gentry,36049,TE,PIT,17,0,25,53.6,0,1,49,20.9,23.4,99.0,1,1,0,60,256,12.1,0,1,4,4.8,5.6,87.5,1,0,5,89
Leonard Fournette,11759,HB,TB,17,0,30,27.0,1,3,57,12.0,11.9,94.7,0,5,1,60,505,25.7,1,1,21,9.7,9.4,90.5,3,1,22,234
Cole Kmet,60995,TE,CHI,17,0,6,68.8,3,0,55,11.4,11.5,95.5,0,4,1,59,511,44.6,0,0,4,2.2,2.0,75.0,1,1,4,196
Kareem Hunt,11841,HB,CLV,17,0,8,54.6,1,3,56,18.3,17.7,94.6,1,5,1,59,334,37.2,0,3,32,18.1,17.3,92.2,4,1,33,191
Adam Trautman,109795,TE,NO,15,0,20,71.9,2,1,55,28.4,29.1,93.6,0,5,2,59,203,55.2,1,0,12,16.0,15.4,87.5,2,1,12,78
Ben Cleveland,41696,G,BLT,3,0,3,64.9,1,1,55,100.0,100.0,96.4,0,3,1,59,59,69.4,1,0,20,100.0,100.0,97.5,1,0,21,21
Tyler Allgeier,83639,HB,ATL,16,0,2,56.7,2,1,57,24.6,24.0,97.4,0,3,0,59,246,24.9,2,1,18,24.0,22.5,91.7,3,0,18,80
Jamaal Williams,11889,HB,DET,17,0,11,72.3,0,1,56,32.2,31.5,97.3,0,2,1,58,184,69.5,0,1,15,31.9,30.0,96.7,1,0,15,50
Austin Jackson,60816,T,MIA,2,0,17,54.6,0,6,54,100.0,100.0,94.4,0,6,0,58,58,36.9,0,1,8,100.0,100.0,93.7,1,0,9,9
Kenneth Walker III,97199,HB,SEA,16,0,29,29.5,0,9,55,17.1,16.8,91.8,1,9,0,58,345,48.3,0,3,21,16.8,17.3,92.9,3,0,23,133
Austin Ekeler,12164,HB,LAC,18,1,27,29.5,0,4,55,10.7,10.6,92.7,1,6,2,57,536,33.0,0,2,30,11.8,12.1,93.3,3,1,32,264
Johnny Mundt,12206,TE,MIN,18,0,18,56.4,2,0,53,25.5,26.4,92.5,0,5,3,57,216,,0,0,0,0.0,0.0,,0,0,0,46
Michael Carter,57337,HB,NYJ,16,0,22,30.2,1,7,55,17.1,17.0,87.3,0,11,3,56,330,25.1,1,5,21,13.5,13.8,81.0,7,1,22,159
Ian Thomas,42130,TE,CAR,17,0,5,66.6,1,2,50,22.1,23.0,97.0,1,3,0,56,243,76.2,0,0,3,5.3,4.8,100.0,0,0,3,63
Derrick Henry,10679,HB,TEN,16,0,31,66.9,1,2,55,22.2,21.1,95.5,0,4,1,56,265,85.2,0,0,8,14.8,14.0,100.0,0,0,8,57
Dameon Pierce,83659,HB,HST,13,0,13,32.3,0,3,52,21.3,21.1,93.3,0,5,2,55,261,20.9,0,2,6,8.6,8.1,83.3,2,0,6,74
Luke Wattenberg,41024,G,DEN,3,0,10,20.8,0,3,54,100.0,100.0,91.7,0,6,3,55,55,20.4,0,3,25,100.0,100.0,90.0,4,1,26,26
David Montgomery,45719,HB,CHI,16,0,6,57.4,0,3,49,15.4,15.8,94.9,0,4,1,54,341,54.1,0,1,15,12.8,12.5,90.0,2,1,16,128
Jaylen Warren,98692,HB,PIT,16,0,25,43.4,0,1,50,22.6,22.7,97.0,0,2,1,53,233,61.0,0,1,28,20.1,21.1,94.6,2,1,30,142
Ezekiel Elliott,10638,HB,DAL,17,0,9,61.1,0,2,46,14.4,15.3,97.8,0,2,0,52,339,54.5,0,2,17,12.7,13.4,94.1,2,0,19,142
Nick Chubb,45783,HB,CLV,17,0,8,61.8,0,2,48,15.9,16.0,91.7,0,5,3,52,324,76.8,0,1,11,10.1,9.9,95.5,1,0,12,121
MyCole Pruitt,9576,TE,ATL,13,0,2,75.8,0,2,49,38.9,37.8,98.0,0,2,0,51,135,73.4,0,0,2,8.0,6.9,100.0,0,0,2,29
Joshua Kelley,13750,HB,LAC,14,0,27,50.4,1,5,51,25.6,24.6,94.1,0,6,0,51,207,49.2,1,3,29,31.2,30.2,93.1,4,0,29,96
Laurent Duvernay-Tardif,8834,G,NYJ,1,0,22,25.3,2,6,50,100.0,100.0,90.0,0,9,1,51,51,13.4,2,6,33,100.0,100.0,84.8,9,1,34,34
Christian McCaffrey,11763,HB,SF,20,0,28,51.8,1,1,46,8.7,9.0,95.7,0,3,1,50,554,30.3,1,1,18,7.7,7.8,88.9,3,1,19,245
Jake Hanson,28148,G,GB,3,0,12,20.6,0,3,49,100.0,100.0,94.9,0,4,1,50,50,0.0,0,3,18,100.0,100.0,86.1,4,1,18,18
Alvin Kamara,11822,HB,NO,15,0,20,20.2,2,4,45,13.2,13.8,91.1,0,7,1,49,356,28.9,1,2,22,12.2,12.1,93.2,3,0,23,190
Justice Hill,45865,HB,BLT,16,0,3,54.7,1,3,44,25.6,26.6,95.5,0,4,0,49,184,45.8,0,3,15,19.0,20.7,90.0,3,0,17,82
Noah Gray,60878,TE,KC,20,0,16,43.3,1,3,43,11.3,11.9,95.3,0,4,0,47,396,42.0,0,1,5,4.2,4.0,90.0,1,0,5,125
Chuba Hubbard,57373,HB,CAR,15,0,5,45.9,0,2,42,28.2,28.5,90.5,1,5,3,47,165,50.6,0,1,26,34.2,34.5,86.5,4,3,29,84
Jake Ferguson,61081,TE,DAL,18,0,9,56.8,1,3,45,28.1,27.8,95.6,0,4,0,47,169,,0,0,0,0.0,0.0,,0,0,0,24
Rachaad White,131633,HB,TB,18,0,30,48.9,3,4,45,13.4,13.4,90.0,0,8,1,47,352,33.7,2,1,16,11.3,10.9,84.4,4,1,16,147
Alexander Mattison,45817,HB,MIN,18,0,18,61.4,2,1,41,20.4,20.6,96.3,0,3,0,45,218,34.7,1,1,10,10.8,11.0,90.0,2,0,11,100
Will Dissly,30762,TE,SEA,15,0,29,65.6,1,3,41,13.9,14.4,95.1,0,4,0,45,313,59.1,1,0,8,8.2,7.7,93.7,1,0,8,104
